entry_id	Gene_name	SGD_gene_ID	Pubmed_ID	SGD_Reference	allele	description
Yeast_YJR006W_pol31-ts	YJR006W	S000003766	PMID: 24336748	SGD_REF: S000156475	pol31-ts	mutation frequency: increased
Yeast_YJR006W_pol31-ts	YJR006W	S000003766	PMID: 21552543	SGD_REF: S000145356	pol31-ts	chromosome/plasmid maintenance: abnormal
Yeast_YJR006W_pol31-ts	YJR006W	S000003766	PMID: 21552543	SGD_REF: S000145356	pol31-ts	colony sectoring: increased
Yeast_YJR006W_pol31-ts	YJR006W	S000003766	PMID: 18439903	SGD_REF: S000126287	pol31-ts	heat sensitivity: increased
Yeast_YJR006W_hys2-ts	YJR006W	S000003766	PMID: 25721128	SGD_REF: S000179429	hys2-ts	protein/peptide accumulation: increased
Yeast_YJR042W_nup85-ts	YJR042W	S000003803	PMID: 21552543	SGD_REF: S000145356	nup85-ts	colony sectoring: increased
Yeast_YJR042W_nup85-ts	YJR042W	S000003803	PMID: 21552543	SGD_REF: S000145356	nup85-ts	chromosome/plasmid maintenance: abnormal
Yeast_YJR046W_tah11-ts	YJR046W	S000003807	PMID: 21552543	SGD_REF: S000145356	tah11-ts	chromosome/plasmid maintenance: abnormal
Yeast_YJR057W_cdc8-1(tsallele)	YJR057W	S000003818	PMID: 23390603	SGD_REF: S000151997	cdc8-1 (ts allele)	resistance to chemicals: decreased
Yeast_YJR057W_cdc8-2(tsallele)	YJR057W	S000003818	PMID: 23390603	SGD_REF: S000151997	cdc8-2 (ts allele)	resistance to chemicals: decreased
Yeast_YJR065C_arp3-G15C(tsallele)	YJR065C	S000003826	PMID: 23390603	SGD_REF: S000151997	arp3-G15C (ts allele)	resistance to chemicals: decreased
Yeast_YJR065C_arp3-G15C(tsallele)	YJR065C	S000003826	PMID: 23390603	SGD_REF: S000151997	arp3-G15C (ts allele)	resistance to chemicals: decreased
Yeast_YJR065C_arp3-G302Y(tsallele)	YJR065C	S000003826	PMID: 23390603	SGD_REF: S000151997	arp3-G302Y (ts allele)	resistance to chemicals: decreased
Yeast_YJR065C_arp3-H161A(tsallele)	YJR065C	S000003826	PMID: 23390603	SGD_REF: S000151997	arp3-H161A (ts allele)	resistance to chemicals: decreased
Yeast_YJR065C_arp3-H161A(tsallele)	YJR065C	S000003826	PMID: 23390603	SGD_REF: S000151997	arp3-H161A (ts allele)	resistance to chemicals: decreased
Yeast_YJR065C_arp3-G15C(tsallele)	YJR065C	S000003826	PMID: 25721128	SGD_REF: S000179429	arp3-G15C (ts allele)	protein/peptide accumulation: increased
Yeast_YJR072C_npa3-ts	YJR072C	S000003833	PMID: 18439903	SGD_REF: S000126287	npa3-ts	heat sensitivity: increased
Yeast_YJR076C_cdc11-5(tsallele)	YJR076C	S000003837	PMID: 23390603	SGD_REF: S000151997	cdc11-5 (ts allele)	resistance to chemicals: decreased
Yeast_YJR093C_fip1-ts	YJR093C	S000003853	PMID: 21552543	SGD_REF: S000145356	fip1-ts	colony sectoring: increased
Yeast_YJR093C_fip1-ts	YJR093C	S000003853	PMID: 18439903	SGD_REF: S000126287	fip1-ts	heat sensitivity: increased
Yeast_YKL009W_mrt4-ts1189	YKL009W	S000001492	PMID: 10471698	SGD_REF: S000054755	mrt4-ts1189	RNA accumulation: increased
Yeast_YKL012W_prp40-ts	YKL012W	S000001495	PMID: 18439903	SGD_REF: S000126287	prp40-ts	heat sensitivity: increased
Yeast_YKL013C_arc19-ts	YKL013C	S000001496	PMID: 21552543	SGD_REF: S000145356	arc19-ts	colony sectoring: increased
Yeast_YKL018W_swd2-ts1(tsallele)	YKL018W	S000001501	PMID: 23390603	SGD_REF: S000151997	swd2-ts1 (ts allele)	resistance to chemicals: decreased
Yeast_YKL021C_mak11-ts	YKL021C	S000001504	PMID: 18439903	SGD_REF: S000126287	mak11-ts	heat sensitivity: increased
Yeast_YKL033W_tti1-ts	YKL033W	S000001516	PMID: 18439903	SGD_REF: S000126287	tti1-ts	RNA accumulation: decreased
Yeast_YKL033W_tti1-ts	YKL033W	S000001516	PMID: 18439903	SGD_REF: S000126287	tti1-ts	heat sensitivity: increased
Yeast_YKL035W_ugp1-ts	YKL035W	S000001518	PMID: 18439903	SGD_REF: S000126287	ugp1-ts	heat sensitivity: increased
Yeast_YKL035W_ugp1-ts	YKL035W	S000001518	PMID: 20174551	SGD_REF: S000133286	ugp1-ts	colony sectoring: increased
Yeast_YKL078W_dhr2-ts	YKL078W	S000001561	PMID: 18439903	SGD_REF: S000126287	dhr2-ts	heat sensitivity: increased
Yeast_YKL088W_cab3-ts	YKL088W	S000001571	PMID: 18439903	SGD_REF: S000126287	cab3-ts	heat sensitivity: increased
Yeast_YKL089W_mif2-3(tsallele)	YKL089W	S000001572	PMID: 23390603	SGD_REF: S000151997	mif2-3 (ts allele)	resistance to chemicals: decreased
Yeast_YKL095W_yju2-ts	YKL095W	S000001578	PMID: 18439903	SGD_REF: S000126287	yju2-ts	heat sensitivity: increased
Yeast_YKL144C_rpc25-ts	YKL144C	S000001627	PMID: 18439903	SGD_REF: S000126287	rpc25-ts	heat sensitivity: increased
Yeast_YKL173W_snu114-60(tsallele)	YKL173W	S000001656	PMID: 23390603	SGD_REF: S000151997	snu114-60 (ts allele)	resistance to chemicals: decreased
Yeast_YKL173W_snu114-40(tsallele)	YKL173W	S000001656	PMID: 23390603	SGD_REF: S000151997	snu114-40 (ts allele)	resistance to chemicals: decreased
Yeast_YKL195W_mia40-ts	YKL195W	S000001678	PMID: 18439903	SGD_REF: S000126287	mia40-ts	heat sensitivity: increased
Yeast_YKL196C_ykt6-ts	YKL196C	S000001679	PMID: 18439903	SGD_REF: S000126287	ykt6-ts	heat sensitivity: increased
Yeast_YKL203C_tor2-29(tsallele)	YKL203C	S000001686	PMID: 23390603	SGD_REF: S000151997	tor2-29 (ts allele)	resistance to chemicals: decreased
Yeast_YKR022C_ntr2-ts	YKR022C	S000001730	PMID: 18439903	SGD_REF: S000126287	ntr2-ts	RNA accumulation: decreased
Yeast_YKR022C_ntr2-ts	YKR022C	S000001730	PMID: 18439903	SGD_REF: S000126287	ntr2-ts	heat sensitivity: increased
Yeast_YKR025W_rpc37-ts	YKR025W	S000001733	PMID: 18439903	SGD_REF: S000126287	rpc37-ts	heat sensitivity: increased
Yeast_YKR025W_rpc37-ts	YKR025W	S000001733	PMID: 21552543	SGD_REF: S000145356	rpc37-ts	colony sectoring: increased
Yeast_YKR038C_kae1-ts	YKR038C	S000001746	PMID: 18439903	SGD_REF: S000126287	kae1-ts	heat sensitivity: increased
Yeast_YKR038C_kae1-ts	YKR038C	S000001746	PMID: 18439903	SGD_REF: S000126287	kae1-ts	colony sectoring: increased
Yeast_YKR063C_las1-ts	YKR063C	S000001771	PMID: 18439903	SGD_REF: S000126287	las1-ts	heat sensitivity: increased
Yeast_YKR068C_bet3-ts	YKR068C	S000001776	PMID: 18439903	SGD_REF: S000126287	bet3-ts	heat sensitivity: increased
Yeast_YKR071C_dre2-ts	YKR071C	S000001779	PMID: 18439903	SGD_REF: S000126287	dre2-ts	colony sectoring: increased
Yeast_YKR071C_dre2-ts	YKR071C	S000001779	PMID: 18439903	SGD_REF: S000126287	dre2-ts	heat sensitivity: increased
Yeast_YKR079C_trz1-ts	YKR079C	S000001787	PMID: 18439903	SGD_REF: S000126287	trz1-ts	heat sensitivity: increased
Yeast_YKR081C_rpf2-ts	YKR081C	S000001789	PMID: 18439903	SGD_REF: S000126287	rpf2-ts	heat sensitivity: increased
Yeast_YKR086W_prp16-ts	YKR086W	S000001794	PMID: 25721128	SGD_REF: S000179429	prp16-ts	protein/peptide accumulation: decreased
Yeast_YKR086W_prp16-ts(tsallele)	YKR086W	S000001794	PMID: 23390603	SGD_REF: S000151997	prp16-ts (ts allele)	resistance to chemicals: decreased
Yeast_YLL011W_sof1-ts	YLL011W	S000003934	PMID: 18439903	SGD_REF: S000126287	sof1-ts	heat sensitivity: increased
Yeast_YLL035W_grc3-ts	YLL035W	S000003958	PMID: 18439903	SGD_REF: S000126287	grc3-ts	heat sensitivity: increased
Yeast_YLR002C_noc3-td(temperature-sensitivedegron)	YLR002C	S000003992	PMID: 12110182	SGD_REF: S000070305	noc3-td (temperature-sensitive degron)	protein/peptide distribution: absent
Yeast_YLR002C_noc3-td(temperature-sensitivedegron)	YLR002C	S000003992	PMID: 12110182	SGD_REF: S000070305	noc3-td (temperature-sensitive degron)	cell cycle progression through the G1/S phase transition: delayed
Yeast_YLR002C_noc3-td(temperature-sensitivedegron)	YLR002C	S000003992	PMID: 12110182	SGD_REF: S000070305	noc3-td (temperature-sensitive degron)	chromosome/plasmid maintenance: decreased
Yeast_YLR002C_noc3-ts	YLR002C	S000003992	PMID: 18439903	SGD_REF: S000126287	noc3-ts	heat sensitivity: increased
Yeast_YLR005W_ssl1-ts	YLR005W	S000003995	PMID: 18439903	SGD_REF: S000126287	ssl1-ts	heat sensitivity: increased
Yeast_YLR005W_ssl1-ts	YLR005W	S000003995	PMID: 20174551	SGD_REF: S000133286	ssl1-ts	colony sectoring: increased
Yeast_YLR007W_nse1-ts	YLR007W	S000003997	PMID: 18439903	SGD_REF: S000126287	nse1-ts	heat sensitivity: increased
Yeast_YLR007W_nse1-16(tsallele)	YLR007W	S000003997	PMID: 23390603	SGD_REF: S000151997	nse1-16 (ts allele)	resistance to chemicals: decreased
Yeast_YLR022C_sdo1-ts	YLR022C	S000004012	PMID: 18439903	SGD_REF: S000126287	sdo1-ts	vegetative growth: decreased
Yeast_YLR033W_rsc58-ts	YLR033W	S000004023	PMID: 18439903	SGD_REF: S000126287	rsc58-ts	heat sensitivity: increased
Yeast_YLR045C_stu2-10(tsallele)	YLR045C	S000004035	PMID: 23390603	SGD_REF: S000151997	stu2-10 (ts allele)	resistance to chemicals: decreased
Yeast_YLR051C_fcf2-ts	YLR051C	S000004041	PMID: 18439903	SGD_REF: S000126287	fcf2-ts	heat sensitivity: increased
Yeast_YLR060W_frs1-ts	YLR060W	S000004050	PMID: 20174551	SGD_REF: S000133286	frs1-ts	colony sectoring: increased
Yeast_YLR060W_frs1-ts	YLR060W	S000004050	PMID: 18439903	SGD_REF: S000126287	frs1-ts	heat sensitivity: increased
Yeast_YLR100W_erg27-ts	YLR100W	S000004090	PMID: 18439903	SGD_REF: S000126287	erg27-ts	heat sensitivity: increased
Yeast_YLR115W_cft2-ts	YLR115W	S000004105	PMID: 21552543	SGD_REF: S000145356	cft2-ts	colony sectoring: increased
Yeast_YLR115W_cft2-ts	YLR115W	S000004105	PMID: 18439903	SGD_REF: S000126287	cft2-ts	heat sensitivity: increased
Yeast_YLR116W_msl5-ts	YLR116W	S000004106	PMID: 20174551	SGD_REF: S000133286	msl5-ts	colony sectoring: increased
Yeast_YLR116W_msl5-ts	YLR116W	S000004106	PMID: 18439903	SGD_REF: S000126287	msl5-ts	heat sensitivity: increased
Yeast_YLR117C_clf1-1(tsallele)	YLR117C	S000004107	PMID: 23390603	SGD_REF: S000151997	clf1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YLR129W_dip2-ts	YLR129W	S000004119	PMID: 18439903	SGD_REF: S000126287	dip2-ts	heat sensitivity: increased
Yeast_YLR132C_usb1-ts	YLR132C	S000004122	PMID: 18439903	SGD_REF: S000126287	usb1-ts	heat sensitivity: increased
Yeast_YLR141W_rrn5-ts	YLR141W	S000004131	PMID: 18439903	SGD_REF: S000126287	rrn5-ts	heat sensitivity: increased
Yeast_YLR145W_rmp1-ts	YLR145W	S000004135	PMID: 25721128	SGD_REF: S000179429	rmp1-ts	protein/peptide accumulation: decreased
Yeast_YLR145W_rmp1-ts	YLR145W	S000004135	PMID: 18439903	SGD_REF: S000126287	rmp1-ts	heat sensitivity: increased
Yeast_YLR147C_smd3-ts	YLR147C	S000004137	PMID: 18439903	SGD_REF: S000126287	smd3-ts	heat sensitivity: increased
Yeast_YLR163C_mas1-1(tsallele)	YLR163C	S000004153	PMID: 23390603	SGD_REF: S000151997	mas1-1 (ts allele)	resistance to chemicals: decreased
Yeast_YLR175W_cbf5-ts	YLR175W	S000004165	PMID: 18439903	SGD_REF: S000126287	cbf5-ts	heat sensitivity: increased
Yeast_YLR186W_emg1-ts	YLR186W	S000004176	PMID: 18439903	SGD_REF: S000126287	emg1-ts	heat sensitivity: increased
Yeast_YLR196W_pwp1-ts	YLR196W	S000004186	PMID: 18439903	SGD_REF: S000126287	pwp1-ts	heat sensitivity: increased
Yeast_YLR196W_pwp1-ts	YLR196W	S000004186	PMID: 20174551	SGD_REF: S000133286	pwp1-ts	colony sectoring: increased
Yeast_YLR197W_nop56-(sik1-ts)	YLR197W	S000004187	PMID: 18439903	SGD_REF: S000126287	nop56-(sik1-ts)	heat sensitivity: increased
Yeast_YLR259C_hsp60-ts(G319D)	YLR259C	S000004249	PMID: 9774331	SGD_REF: S000053334	hsp60-ts (G319D)	inviable
Yeast_YLR268W_sec22-3(tsallele)	YLR268W	S000004258	PMID: 23390603	SGD_REF: S000151997	sec22-3 (ts allele)	resistance to chemicals: decreased
Yeast_YLR276C_dbp9-ts	YLR276C	S000004266	PMID: 18439903	SGD_REF: S000126287	dbp9-ts	heat sensitivity: increased
Yeast_YLR277C_ysh1-ts	YLR277C	S000004267	PMID: 18439903	SGD_REF: S000126287	ysh1-ts	heat sensitivity: increased
Yeast_YLR291C_gcd7-ts	YLR291C	S000004282	PMID: 18439903	SGD_REF: S000126287	gcd7-ts	heat sensitivity: increased
Yeast_YLR291C_gcd7-ts	YLR291C	S000004282	PMID: 20174551	SGD_REF: S000133286	gcd7-ts	colony sectoring: increased
Yeast_YLR298C_yhc1-7(tsallele)	YLR298C	S000004289	PMID: 23390603	SGD_REF: S000151997	yhc1-7 (ts allele)	resistance to chemicals: decreased
Yeast_YLR298C_yhc1-7(tsallele)	YLR298C	S000004289	PMID: 23390603	SGD_REF: S000151997	yhc1-7 (ts allele)	resistance to chemicals: decreased
Yeast_YLR310C_cdc25-1(tsallele)	YLR310C	S000004301	PMID: 23390603	SGD_REF: S000151997	cdc25-1 (ts allele)	resistance to chemicals: decreased
Yeast_YLR316C_tad3-ts	YLR316C	S000004308	PMID: 18439903	SGD_REF: S000126287	tad3-ts	heat sensitivity: increased
Yeast_YLR317W_ylr317w-ts	YLR317W	S000004309	PMID: 18439903	SGD_REF: S000126287	ylr317w-ts	heat sensitivity: increased
Yeast_YLR340W_rpp0-ts	YLR340W	S000004332	PMID: 18439903	SGD_REF: S000126287	rpp0-ts	heat sensitivity: increased
Yeast_YLR347C_kap95-ts	YLR347C	S000004339	PMID: 21463458	SGD_REF: S000144972	kap95-ts	nuclear import: decreased
Yeast_YLR378C_sec61-2(tsallele)	YLR378C	S000004370	PMID: 23390603	SGD_REF: S000151997	sec61-2 (ts allele)	resistance to chemicals: decreased
Yeast_YLR383W_smc6-9(tsallele)	YLR383W	S000004375	PMID: 23390603	SGD_REF: S000151997	smc6-9 (ts allele)	resistance to chemicals: decreased
Yeast_YLR424W_spp382-ts	YLR424W	S000004416	PMID: 18439903	SGD_REF: S000126287	spp382-ts	heat sensitivity: increased
Yeast_YLR424W_spp382-ts	YLR424W	S000004416	PMID: 20174551	SGD_REF: S000133286	spp382-ts	colony sectoring: increased
Yeast_YLR440C_sec39-ts	YLR440C	S000004432	PMID: 18439903	SGD_REF: S000126287	sec39-ts	heat sensitivity: increased
Yeast_YML023C_nse5-ts/nse5-ts	YML023C	S000004485	PMID: 18439903	SGD_REF: S000126287	nse5-ts/nse5-ts	chromosome/plasmid maintenance: abnormal
Yeast_YML023C_nse5-ts	YML023C	S000004485	PMID: 21552543	SGD_REF: S000145356	nse5-ts	chromosome/plasmid maintenance: abnormal
Yeast_YML023C_nse5-ts	YML023C	S000004485	PMID: 18439903	SGD_REF: S000126287	nse5-ts	heat sensitivity: increased
Yeast_YML065W_orc1-ts	YML065W	S000004530	PMID: 18439903	SGD_REF: S000126287	orc1-ts	heat sensitivity: increased
Yeast_YML065W_orc1-ts	YML065W	S000004530	PMID: 20174551	SGD_REF: S000133286	orc1-ts	colony sectoring: increased
Yeast_YML065W_orc1-ts	YML065W	S000004530	PMID: 21552543	SGD_REF: S000145356	orc1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YML069W_pob3-Q308K(tsallele)	YML069W	S000004534	PMID: 23390603	SGD_REF: S000151997	pob3-Q308K (ts allele)	resistance to chemicals: decreased
Yeast_YML077W_bet5-ts	YML077W	S000004542	PMID: 18439903	SGD_REF: S000126287	bet5-ts	heat sensitivity: increased
Yeast_YML077W_bet5-ts	YML077W	S000004542	PMID: 21552543	SGD_REF: S000145356	bet5-ts	colony sectoring: increased
Yeast_YML092C_pre8-ts	YML092C	S000004557	PMID: 18439903	SGD_REF: S000126287	pre8-ts	heat sensitivity: increased
Yeast_YML125C_pga3-ts	YML125C	S000004594	PMID: 18439903	SGD_REF: S000126287	pga3-ts	heat sensitivity: increased
Yeast_YML126C_erg13-ts	YML126C	S000004595	PMID: 18439903	SGD_REF: S000126287	erg13-ts	heat sensitivity: increased
Yeast_YML127W_rsc9-ts	YML127W	S000004596	PMID: 18439903	SGD_REF: S000126287	rsc9-ts	heat sensitivity: increased
Yeast_YMR043W_mcm1-ts	YMR043W	S000004646	PMID: 20174551	SGD_REF: S000133286	mcm1-ts	colony sectoring: increased
Yeast_YMR043W_mcm1-ts	YMR043W	S000004646	PMID: 18439903	SGD_REF: S000126287	mcm1-ts	heat sensitivity: increased
Yeast_YMR049C_erb1-ts	YMR049C	S000004652	PMID: 18439903	SGD_REF: S000126287	erb1-ts	heat sensitivity: increased
Yeast_YMR061W_rna14-ts	YMR061W	S000004665	PMID: 18439903	SGD_REF: S000126287	rna14-ts	heat sensitivity: increased
Yeast_YMR098C_ATP25-ts-1	YMR098C	S000004704	PMID: 18216280	SGD_REF: S000125287	ATP25-ts-1	respiratory growth: decreased
Yeast_YMR098C_ATP25-ts-1	YMR098C	S000004704	PMID: 18216280	SGD_REF: S000125287	ATP25-ts-1	RNA accumulation: decreased
Yeast_YMR134W_ymr134w-ts	YMR134W	S000004741	PMID: 18439903	SGD_REF: S000126287	ymr134w-ts	heat sensitivity: increased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	chemical compound accumulation: decreased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	respiratory growth: decreased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	respiratory metabolism: decreased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	chemical compound accumulation: increased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	oxidative stress resistance: decreased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	oxidative stress resistance: decreased
Yeast_YMR134W_erg29-(ymr134w-ts)	YMR134W	S000004741	PMID: 23892078	SGD_REF: S000154567	erg29-(ymr134w-ts)	protein activity: increased
Yeast_YMR149W_swp1-ts	YMR149W	S000004757	PMID: 18439903	SGD_REF: S000126287	swp1-ts	heat sensitivity: increased
Yeast_YMR150C_imp1-(pet-ts2858)	YMR150C	S000004758	PMID: 6313350	SGD_REF: S000054375	imp1-(pet-ts2858)	protein/peptide accumulation: increased
Yeast_YMR150C_imp1-(pet-ts2858)	YMR150C	S000004758	PMID: 3015596	SGD_REF: S000060904	imp1-(pet-ts2858)	protein/peptide accumulation: increased
Yeast_YMR197C_vti1-ts(vti1-21throughvti1-25)	YMR197C	S000004810	PMID: 9398683	SGD_REF: S000046284	vti1-ts (vti1-21 through vti1-25)	protein transport: abnormal
Yeast_YMR200W_rot1-ts	YMR200W	S000004813	PMID: 18439903	SGD_REF: S000126287	rot1-ts	heat sensitivity: increased
Yeast_YMR208W_erg12-ts	YMR208W	S000004821	PMID: 18439903	SGD_REF: S000126287	erg12-ts	heat sensitivity: increased
Yeast_YMR211W_dml1-ts	YMR211W	S000004824	PMID: 18439903	SGD_REF: S000126287	dml1-ts	heat sensitivity: increased
Yeast_YMR213W_cef1-13(tsallele)	YMR213W	S000004826	PMID: 23390603	SGD_REF: S000151997	cef1-13 (ts allele)	resistance to chemicals: decreased
Yeast_YMR218C_trs130-ts	YMR218C	S000004831	PMID: 18439903	SGD_REF: S000126287	trs130-ts	heat sensitivity: increased
Yeast_YMR218C_trs130-ts	YMR218C	S000004831	PMID: 20174551	SGD_REF: S000133286	trs130-ts	colony sectoring: increased
Yeast_YMR227C_taf7-ts1	YMR227C	S000004840	PMID: 21552543	SGD_REF: S000145356	taf7-ts1	colony sectoring: increased
Yeast_YMR260C_tif11-ts	YMR260C	S000004873	PMID: 18439903	SGD_REF: S000126287	tif11-ts	heat sensitivity: increased
Yeast_YMR281W_gpi12-ts	YMR281W	S000004894	PMID: 18439903	SGD_REF: S000126287	gpi12-ts	heat sensitivity: increased
Yeast_YMR288W_hsh155-ts	YMR288W	S000004901	PMID: 20174551	SGD_REF: S000133286	hsh155-ts	colony sectoring: increased
Yeast_YMR288W_hsh155-ts	YMR288W	S000004901	PMID: 18439903	SGD_REF: S000126287	hsh155-ts	heat sensitivity: increased
Yeast_YMR290C_has1-ts	YMR290C	S000004903	PMID: 18439903	SGD_REF: S000126287	has1-ts	heat sensitivity: increased
Yeast_YMR298W_lip1-ts	YMR298W	S000004913	PMID: 18439903	SGD_REF: S000126287	lip1-ts	heat sensitivity: increased
Yeast_YMR308C_pse1-34(tsallele)	YMR308C	S000004925	PMID: 23390603	SGD_REF: S000151997	pse1-34 (ts allele)	resistance to chemicals: decreased
Yeast_YMR308C_pse1-34(tsallele)	YMR308C	S000004925	PMID: 23390603	SGD_REF: S000151997	pse1-34 (ts allele)	resistance to chemicals: decreased
Yeast_YMR308C_pse1-41(tsallele)	YMR308C	S000004925	PMID: 23390603	SGD_REF: S000151997	pse1-41 (ts allele)	resistance to chemicals: decreased
Yeast_YMR314W_pre5-ts	YMR314W	S000004931	PMID: 18439903	SGD_REF: S000126287	pre5-ts	heat sensitivity: increased
Yeast_YMR314W_pre5-ts	YMR314W	S000004931	PMID: 20174551	SGD_REF: S000133286	pre5-ts	colony sectoring: increased
Yeast_YMR314W_pre5-ts	YMR314W	S000004931	PMID: 20174551	SGD_REF: S000133286	pre5-ts	resistance to chemicals: decreased
Yeast_YMR314W_pre5-ts	YMR314W	S000004931	PMID: 20174551	SGD_REF: S000133286	pre5-ts	resistance to chemicals: decreased
Yeast_YNL002C_rlp7-ts	YNL002C	S000004947	PMID: 20174551	SGD_REF: S000133286	rlp7-ts	colony sectoring: increased
Yeast_YNL002C_rlp7-ts	YNL002C	S000004947	PMID: 18439903	SGD_REF: S000126287	rlp7-ts	heat sensitivity: increased
Yeast_YNL006W_lst8-6(tsallele)	YNL006W	S000004951	PMID: 23390603	SGD_REF: S000151997	lst8-6 (ts allele)	resistance to chemicals: decreased
Yeast_YNL006W_lst8-6(tsallele)	YNL006W	S000004951	PMID: 23390603	SGD_REF: S000151997	lst8-6 (ts allele)	resistance to chemicals: decreased
Yeast_YNL007C_sis1-ts	YNL007C	S000004952	PMID: 18439903	SGD_REF: S000126287	sis1-ts	heat sensitivity: increased
Yeast_YNL038W_gpi15-ts	YNL038W	S000004983	PMID: 18439903	SGD_REF: S000126287	gpi15-ts	heat sensitivity: increased
Yeast_YNL102W_pol1-17(tsallele)	YNL102W	S000005046	PMID: 23390603	SGD_REF: S000151997	pol1-17 (ts allele)	resistance to chemicals: decreased
Yeast_YNL102W_pol1-ts	YNL102W	S000005046	PMID: 24336748	SGD_REF: S000156475	pol1-ts	mutation frequency: increased
Yeast_YNL102W_pol1-ts	YNL102W	S000005046	PMID: 25721128	SGD_REF: S000179429	pol1-ts	protein/peptide accumulation: increased
Yeast_YNL126W_spc98-ts	YNL126W	S000005070	PMID: 18439903	SGD_REF: S000126287	spc98-ts	heat sensitivity: increased
Yeast_YNL126W_spc98-ts	YNL126W	S000005070	PMID: 21552543	SGD_REF: S000145356	spc98-ts	chromosome/plasmid maintenance: abnormal
Yeast_YNL126W_spc98-ts	YNL126W	S000005070	PMID: 20174551	SGD_REF: S000133286	spc98-ts	colony sectoring: increased
Yeast_YNL131W_tom22-ts	YNL131W	S000005075	PMID: 21552543	SGD_REF: S000145356	tom22-ts	chromosome/plasmid maintenance: abnormal
Yeast_YNL131W_tom22-ts	YNL131W	S000005075	PMID: 18439903	SGD_REF: S000126287	tom22-ts	heat sensitivity: increased
Yeast_YNL132W_kre33-ts	YNL132W	S000005076	PMID: 21552543	SGD_REF: S000145356	kre33-ts	colony sectoring: increased
Yeast_YNL138W_srv2-ts	YNL138W	S000005082	PMID: 21552543	SGD_REF: S000145356	srv2-ts	colony sectoring: increased
Yeast_YNL152W_inn1-ts	YNL152W	S000005096	PMID: 18439903	SGD_REF: S000126287	inn1-ts	heat sensitivity: increased
Yeast_YNL152W_inn1-ts	YNL152W	S000005096	PMID: 18439903	SGD_REF: S000126287	inn1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YNL152W_inn1-ts/inn1-ts	YNL152W	S000005096	PMID: 18439903	SGD_REF: S000126287	inn1-ts/inn1-ts	chromosome/plasmid maintenance: abnormal
Yeast_YNL158W_pga1-ts	YNL158W	S000005102	PMID: 18439903	SGD_REF: S000126287	pga1-ts	heat sensitivity: increased
Yeast_YNL163C_ria1-ts	YNL163C	S000005107	PMID: 25721128	SGD_REF: S000179429	ria1-ts	protein/peptide accumulation: decreased
Yeast_YNL181W_ynl181w-ts	YNL181W	S000005125	PMID: 18439903	SGD_REF: S000126287	ynl181w-ts	heat sensitivity: increased
Yeast_YNL182C_ipi3-td(temperature-inducibledegron)	YNL182C	S000005126	PMID: 22421151	SGD_REF: S000148858	ipi3-td (temperature-inducible degron)	chromosome/plasmid maintenance: abnormal
Yeast_YNL189W_srp1-ts	YNL189W	S000005133	PMID: 18439903	SGD_REF: S000126287	srp1-ts	heat sensitivity: increased
Yeast_YNL232W_csl4-ts	YNL232W	S000005176	PMID: 18439903	SGD_REF: S000126287	csl4-ts	heat sensitivity: increased
Yeast_YNL244C_sui1-ts	YNL244C	S000005188	PMID: 18439903	SGD_REF: S000126287	sui1-ts	heat sensitivity: increased
Yeast_YNL247W_ynl247w-ts	YNL247W	S000005191	PMID: 18439903	SGD_REF: S000126287	ynl247w-ts	heat sensitivity: increased
Yeast_YNL251C_nrd1-102HA(temperature-sensitivenrd1allelewithasingle-amino-acidsubstitutioninRNArecognitionmotif)	YNL251C	S000005195	PMID: 22431520	SGD_REF: S000148832	nrd1-102HA (temperature-sensitive nrd1 allele with a single-amino-acid substitution in RNA recognition motif)	cell size: increased
Yeast_YNL251C_nrd1-102HA(temperature-sensitivenrd1allelewithasingle-amino-acidsubstitutioninRNArecognitionmotif)	YNL251C	S000005195	PMID: 22431520	SGD_REF: S000148832	nrd1-102HA (temperature-sensitive nrd1 allele with a single-amino-acid substitution in RNA recognition motif)	vegetative growth: decreased
Yeast_YNL251C_nrd1-102HA(temperature-sensitivenrd1allelewithasingle-amino-acidsubstitutioninRNArecognitionmotif)	YNL251C	S000005195	PMID: 22431520	SGD_REF: S000148832	nrd1-102HA (temperature-sensitive nrd1 allele with a single-amino-acid substitution in RNA recognition motif)	mitochondrial genome maintenance: abnormal
